URI,UniqueNumber,UniqueName,Synonym1,Synonym2,TextDefinition,Source,Notes,SuperClass1,SuperClass2,SuperClass3,SuperClass4,SuperClass5,ISO15926-2Entity,Classification1,Classification2,Classification3,Classification4,,"key-1
naming","key-2
references","key-3
source","key-4
classification","key-1
entity",,"Blue
(new)","Yellow
(changed)","Green
(moved)","Red
(deprecated)",,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-DRIVEN_END_BEARING,17956,NON-DRIVEN END BEARING,,,A <NON-DRIVEN END BEARING> is an<ARTEFACT> and a <BEARING> that can be installed at non-driven end,,,ARTEFACT,BEARING,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-DRIVEN_END_RADIAL_BEARING,8008,NON-DRIVEN END RADIAL BEARING,NDE RADIAL BEARING,,A <NON-DRIVEN END RADIAL BEARING> is a <RADIAL BEARING> that is located at the non-driven end of a shaft,,,RADIAL BEARING,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-ENCAPSULATED-WINDING_DRY-TYPE_TRANSFORMER,3130,NON-ENCAPSULATED-WINDING DRY-TYPE TRANSFORMER,,,A <NON-ENCAPSULATED-WINDING DRY-TYPE TRANSFORMER> is a <DRY TYPE TRANSFORMER> having none of the windings encapsulated with solid insulation,IEV 421-01-22,,DRY TYPE TRANSFORMER,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-ENCLOSED_SPACE,17958,NON-ENCLOSED SPACE,,,A <NON-ENCLOSED SPACE> is an <AREA(space)> that is not defined as a <CONFINED SPACE>,http://www.omniclass.org/tables/OmniClass_14_2006-03-28.pdf,,AREA(space),,,,,ClassOfSpatialLocation,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NONFERROUS_METAL_ALLOY_STRIP,17959,NONFERROUS METAL ALLOY STRIP,,,A <NONFERROUS METAL ALLOY STRIP> is a <STRIP> that is made from a nonferrous metal alloy.,,,STRIP,,,,,ClassOfInanimatePhysicalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NONFERROUS_METAL_PROFILE,17960,NONFERROUS METAL PROFILE,,,A <NONFERROUS METAL PROFILE> is a <PROFILE> made of nonferrous metal.,,,PROFILE,,,,,ClassOfInanimatePhysicalObject,CIVIL ENGINEERING CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-FIRE-RATED_WINDOW,17961,NON-FIRE-RATED WINDOW,,,A <NON-FIRE-RATED WINDOW> is a <WINDOW> that is incapable of <WITHSTANDING> fire as defined for a particular set of conditions,,,WINDOW,,,,,ClassOfFunctionalObject,CIVIL ENGINEERING CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-FIRE-RATED_WINDOW_ASSEMBLY,17962,NON-FIRE-RATED WINDOW ASSEMBLY,NON FIRE RATED WINDOW,,A <NON-FIRE-RATED WINDOW ASSEMBLY> is a <WINDOW ASSEMBLY> that has a <NON-FIRE-RATED WINDOW FUNCTION>,,,NON-FIRE-RATED WINDOW,WINDOW ASSEMBLY,,,,ClassOfInanimatePhysicalObject,CIVIL ENGINEERING CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-HAZARDOUS_AREA,17963,NON-HAZARDOUS AREA,,,"A <NON-HAZARDOUS AREA> is an <ENVIRONMENT> in which an explosive gas atmosphere is not expected to be present in quantities such as to require special precautions for the construction, installation and use of electrical apparatus",IEC 79-10,,ENVIRONMENT,,,,,ClassOfSpatialLocation,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-LEAKAGE_PROBABILITY,17964,NON-LEAKAGE PROBABILITY,,,A <NON-LEAKAGE PROBABILITY> is a <PROBABILITY> that a neutron will not escape from the reactor during the slowing-down process or while it diffuses a thermal neutron,ISO 31-10:1992(E),,PROBABILITY,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-LINEAR_VARIABLE_RESISTOR,3131,NON-LINEAR VARIABLE RESISTOR,,,A <NON-LINEAR VARIABLE RESISTOR> is a <VARIABLE RESISTOR> in which the resistance varies in a non-linear manner.,Chambers Science and Technology Dictionary,,VARIABLE RESISTOR,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-LUBRICATED_VALVE_PLUG,10366,NON-LUBRICATED VALVE PLUG,,,A <NON-LUBRICATED VALVE PLUG> is a <PLUG VALVE CLOSURE MEMBER> for a plug valve that is incorporating mechanical design features to reduce friction between the plug and the plug face and body seat during operation without lubrication,,"E.g. by lifting the plug, or, in the split plug type, by withdrawing the plug halves from the seat prior to rotation.",PLUG VALVE CLOSURE MEMBER,,,,,ClassOfInanimatePhysicalObject,VALVE CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-METAL,17966,NON-METAL,,,"A <NON-METAL> is an <INORGANIC MOLECULE> in whatever phase, except metal",,,INORGANIC MOLECULE,,,,,ClassOfMolecule,MATERIAL AND MATTER,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-METALLIC_FLAT_GASKET,5094,NON-METALLIC FLAT GASKET,,,A <NON-METALLIC FLAT GASKET> is a <GASKET> that is made of resilient or pliable materials. Metal may be incorporated as reinforcing or filler materials.,,,GASKET,,,,,ClassOfInanimatePhysicalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-NAPHTHENIC_ACID_CORROSION,1246,NON-NAPHTHENIC ACID CORROSION,,,<NON-NAPHTHENIC ACID CORROSION> is <ACID CORROSION> by non-naphthenic acid,,,ACID CORROSION,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-OPERATING_TIME,17967,NON-OPERATING TIME,,,A <NON-OPERATING TIME> is a <PeriodInTime> during which an item is in a non-operating state,,International Electrotechnical Vocabulary (IEV) online database,PeriodInTime,,,,,ClassOfIndividual,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-PHASE_SEGREGATED_PROTECTING,1247,NON-PHASE SEGREGATED PROTECTING,,,"<NON-PHASE SEGREGATED PROTECTING> is <ELECTRICAL PROTECTING>, generally unit <PROTECTING> , which is not phase selective",IEC50-448-11-12,,ELECTRICAL PROTECTING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-POLARIZED_RELAY,3132,NON-POLARIZED RELAY,,,"A <NON-POLARIZED RELAY> is a <DIRECT CURRENT RELAY>, the change of condition of which does not depend upon the polarity of its input energizing quantity(ies).",IEV 446-11-15,,DIRECT CURRENT RELAY,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-PROGRAMMABLE_PROTECTION_RELAY,3133,NON-PROGRAMMABLE PROTECTION RELAY,,,A <NON-PROGRAMMABLE PROTECTION RELAY> is a <PROTECTION RELAY> that is not programmable and is designed to inherently perform a certain protection function.,,,PROTECTION RELAY,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-RETURN_DAMPER,17968,NON-RETURN DAMPER,BACK FLOW DAMPER,,A <NON-RETURN DAMPER> is an <ARTEFACT> and a <GAS FLOW DAMPER> that has the capability of <DAMPING> a <GAS> flow whilst preventing a back flow in a duct,,In a multi fan installation a non-return damper prevents back draught through the non-operating fans.,ARTEFACT,GAS FLOW DAMPER,,,,ClassOfInanimatePhysicalObject,STATIC EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-RETURN_VALVE,10369,NON-RETURN VALVE,,,A <NON-RETURN VALVE> is an <ARTEFACT> and a <CHECK VALVE> that allows flow in one direction only,,,ARTEFACT,CHECK VALVE,,,,ClassOfInanimatePhysicalObject,VALVE CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-REVERSIBLE_DIESEL_ENGINE,17970,NON-REVERSIBLE DIESEL ENGINE,,,A <NON-REVERSIBLE DIESEL ENGINE> is a <2-STROKE ENGINE> that is a diesel engine designed to run in one direction only.,,,2-STROKE ENGINE,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-RISING_VALVE_STEM,10367,NON-RISING VALVE STEM,,,A <NON-RISING VALVE STEM> is a <ROTATING VALVE STEM> that has the valve closure member rising on a threaded portion of the stem within the valve body and below the gland packing,,,ROTATING VALVE STEM,,,,,ClassOfInanimatePhysicalObject,VALVE CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-SHORTING_CONTACT,3134,NON-SHORTING CONTACT,,,A <NON-SHORTING CONTACT> is a <SWITCH CONTACT> designed such that one contact is completely open before the next contact is made.,IEV 581-11-06,,SWITCH CONTACT,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-SPECIFIED-TIME_RELAY,3135,NON-SPECIFIED-TIME RELAY,,,A <NON-SPECIFIED-TIME RELAY> is an <ELECTRICAL RELAY> for which the times are not subject to any accuracy specification.,IEV 446-11-05,,ELECTRICAL RELAY,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-TAPPING_THREADED_FASTENER,17972,NON-TAPPING THREADED FASTENER,,,A <NON-TAPPING THREADED FASTENER>is an <ARTEFACT> and a <THREADED FASTENER> that is requiring to be screwed into a pre-threaded device,,,ARTEFACT,THREADED FASTENER,,,,ClassOfInanimatePhysicalObject,CONNECTION MATERIAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-TUBULAR_HEAT_EXCHANGER,3817,NON-TUBULAR HEAT EXCHANGER,,,A <NON-TUBULAR HEAT EXCHANGER> is an <INDIRECT CONTACT HEAT EXCHANGER> that separates the hot and cold fluids by plates,,"In a non-tubular heat exchanger, heat is transferred between the fluids by conduction through the plates.",INDIRECT CONTACT HEAT EXCHANGER,,,,,ClassOfInanimatePhysicalObject,"HEATERS, COOLERS AND HEAT TRANSFER",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-TUBULAR_HEAT_EXCHANGER_BRACKET,17973,NON-TUBULAR HEAT EXCHANGER BRACKET,,,A <NON-TUBULAR HEAT EXCHANGER BRACKET> is an <ARTEFACT> and a <BRACKET> to support a non-tubular heat exchanger,,,ARTEFACT,BRACKET,,,,ClassOfInanimatePhysicalObject,"HEATERS, COOLERS AND HEAT TRANSFER",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-TUBULAR_HEAT_EXCHANGER_NAME_PLATE,17974,NON-TUBULAR HEAT EXCHANGER NAME PLATE,,,A <NON-TUBULAR HEAT EXCHANGER NAME PLATE> is a <NAME PLATE> that is mounted on a non-tubular heat exchanger,,,NAME PLATE,,,,,ClassOfInanimatePhysicalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-TUBULAR_HEAT_EXCHANGER_NUT,17975,NON-TUBULAR HEAT EXCHANGER NUT,,,A <NON-TUBULAR HEAT EXCHANGER NUT> is a <NUT> that is the nut on the stud bolt compressing and holding the plate pack in a non tubular heat exchanger together,,,NUT,,,,,ClassOfInanimatePhysicalObject,"HEATERS, COOLERS AND HEAT TRANSFER",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-TUBULAR_HEAT_EXCHANGER_SUPPORT,17976,NON-TUBULAR HEAT EXCHANGER SUPPORT,,,A <NON-TUBULAR HEAT EXCHANGER SUPPORT> is an <ARTEFACT> and a <SUPPORT> that is the support frame on a non-tubular heat exchanger,,,ARTEFACT,SUPPORT,,,,ClassOfInanimatePhysicalObject,"HEATERS, COOLERS AND HEAT TRANSFER",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-UNIT_PROTECTING,1248,NON-UNIT PROTECTING,,,"<NON-UNIT PROTECTING> is <ELECTRICAL PROTECTING> whose operation and section selectivity are dependent on the measurement of electrical quantities at one end of the protected section by the measuring relays and, in some cases, on the exchange of logic signals between the ends",IEC50-448-11-10,,ELECTRICAL PROTECTING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-UNIT_PROTECTING_USING_TELECOMMUNICATION,1249,NON-UNIT PROTECTING USING TELECOMMUNICATION,,,<NON-UNIT PROTECTING USING TELECOMMUNICATION> is <NON-UNIT PROTECTING> in which signals are transmitted by telecommunication to trip permissively or to intertrip remote circuit-breaker(s) for an internal fault or to block tripping for an external fault,IEC50-448-15-02,,NON-UNIT PROTECTING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-UPSET_PIPE,5095,NON-UPSET PIPE,,,"A <NON-UPSET PIPE> is a <THREADED PIPE> that has the same nominal outside diameter for the whole length of pipe, and it is not made thicker in the area of the threads.",,,THREADED PIPE,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-UPSET_WELL_TUBING_BOTH_ENDS,5096,NON-UPSET WELL TUBING BOTH ENDS,,,"A <NON-UPSET WELL TUBING BOTH ENDS> is a <PIPE THREADED EXTERNALLY BOTH ENDS> that is not thicker in the area of the threads, and is used for well tubing",,"Used for well tubing. Source:Handbook of Oil Industry, Terms &amp; Phrases.",PIPE THREADED EXTERNALLY BOTH ENDS,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NON-WETTED_TRANSDUCER,4573,NON-WETTED TRANSDUCER,,,A <NON-WETTED TRANSDUCER> is an <INSTRUMENTATION ITEM> and a <TRANSDUCER> that is designed not to be in contact with the process medium,,,INSTRUMENTATION ITEM,TRANSDUCER,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL,26552,NORMAL,,,"<NORMAL> is an <INDIVIDUAL WITH A STATUS> in a state of being regular, natural or staying within an accepted standard",,,INDIVIDUAL WITH A STATUS,,,,,Status,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_ABSORBED_POWER,17979,NORMAL ABSORBED POWER,,,A <NORMAL ABSORBED POWER> is an <IndirectProperty> that refers to a <POWER> which is absorbed at normal operation conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_AMBIENT_OPERATING_TEMPERATURE,6389,NORMAL AMBIENT OPERATING TEMPERATURE,,,A <NORMAL AMBIENT OPERATING TEMPERATURE> is an <IndirectProperty> that refers to a n ambient operating <TEMPERATURE> under which a device normally is supposed to operate,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_BACK_PRESSURE,17981,NORMAL BACK PRESSURE,,,A <NORMAL BACK PRESSURE> is an <IndirectProperty> that refers to a  <BACK PRESSURE> based upon static outlet conditions,,Used in safety relief valves..,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_BOILING_TEMPERATURE,17982,NORMAL BOILING TEMPERATURE,,,A <NORMAL BOILING TEMPERATURE> is an <IndirectProperty> that refers to a <BOILING TEMPERATURE> at which fractions of a liquid boils,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_BRAKE_FORCE,6381,NORMAL BRAKE FORCE,,,A <NORMAL BRAKE FORCE> is an <IndirectProperty> that refers to a <BRAKE FORCE> that is normally applied to the brake,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_CAPACITY__in_VOLUMETRIC_FLOW_RATE_,17983,NORMAL CAPACITY (volumetric flow rate),,,A <NORMAL CAPACITY (volumetric flow rate)> is an <IndirectProperty> that refers to a <CAPACITY (volumetric flow rate)> which is normally expected,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_CAPACITY_REQUIRED__in_VOLUMETRIC_FLOW_RATE_,17984,NORMAL CAPACITY REQUIRED (volumetric flow rate),,,A <NORMAL CAPACITY REQUIRED (volumetric flow rate)> is an <IndirectProperty> that refers to a <CAPACITY (volumetric flow rate)> which is normally required,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_DIFFERENTIAL_HEAD,17985,NORMAL DIFFERENTIAL HEAD,,,A <NORMAL DIFFERENTIAL HEAD> is an <IndirectProperty> that is a <DIFFERENTIAL HEAD> that is expected to occur under normal conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_DIFFERENTIAL_PRESSURE,17986,NORMAL DIFFERENTIAL PRESSURE,,,A <NORMAL DIFFERENTIAL PRESSURE> is an <IndirectProperty> that is a <DIFFERENTIAL PRESSURE> that is expected to occur under normal conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_DISCHARGE_PRESSURE,17987,NORMAL DISCHARGE PRESSURE,,,A <NORMAL DISCHARGE PRESSURE> is an <IndirectProperty> that is a <DISCHARGE PRESSURE> that is expected to occur under normal conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_DYNAMIC_VISCOSITY,17988,NORMAL DYNAMIC VISCOSITY,,,A <NORMAL DYNAMIC VISCOSITY> is an <IndirectProperty> that is a <DYNAMIC VISCOSITY> under normal process conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FLOW_VELOCITY,6392,NORMAL FLOW VELOCITY,,,A <NORMAL FLOW VELOCITY> is an <IndirectProperty> that is a <VELOCITY> at which a containing artefact operates under normal process conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FREEZING_TEMPERATURE,5949,NORMAL FREEZING TEMPERATURE,,,"A <NORMAL FREEZING TEMPERATURE> is an <IndirectProperty> that refers to a <TFREEZING EMPERATURE> where a liquid material forms solid material under normal conditions""",,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FUNCTION_INPUT_1_PORT,17991,NORMAL FUNCTION INPUT 1 PORT,,,A <NORMAL FUNCTION INPUT 1 PORT> is a <PROCESS CONTROL INPUT PORT> for first normal function input.,,,PROCESS CONTROL INPUT PORT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FUNCTION_INPUT_2_PORT,17992,NORMAL FUNCTION INPUT 2 PORT,,,A <NORMAL FUNCTION INPUT 2 PORT> is a <PROCESS CONTROL INPUT PORT> for second normal function input.,,,PROCESS CONTROL INPUT PORT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FUNCTION_INPUT_3_PORT,17993,NORMAL FUNCTION INPUT 3 PORT,,,A <NORMAL FUNCTION INPUT 3 PORT> is a <PROCESS CONTROL INPUT PORT> for third normal function input.,,,PROCESS CONTROL INPUT PORT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FUNCTION_INPUT_4_PORT,17994,NORMAL FUNCTION INPUT 4 PORT,,,A <NORMAL FUNCTION INPUT 4 PORT> is a <PROCESS CONTROL INPUT PORT> for fourth normal function input.,,,PROCESS CONTROL INPUT PORT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FUNCTION_INPUT_PORT,17995,NORMAL FUNCTION INPUT PORT,,,A <NORMAL FUNCTION INPUT PORT> is a <PROCESS CONTROL INPUT PORT> for normal function input.,,,PROCESS CONTROL INPUT PORT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_FUNCTION_OUTPUT_PORT,17996,NORMAL FUNCTION OUTPUT PORT,,,A <NORMAL FUNCTION OUTPUT PORT> is a <PROCESS CONTROL OUTPUT PORT> providing normal function output.,,,PROCESS CONTROL OUTPUT PORT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_LOWERING_SPEED,6383,NORMAL LOWERING SPEED,,,A <NORMAL LOWERING SPEED> is an <IndirectProperty> that refers to a <LOWERING SPEED> which a hoist is designed for,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_MAINTENANCE_MANNING,18000,NORMAL MAINTENANCE MANNING,,,A <NORMAL MAINTENANCE MANNING> is an <IndirectProperty> that refers to a <NUMBER> of people normally required for Maintenance activities,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_MASS_FLOW_RATE,18001,NORMAL MASS FLOW RATE,,,A <NORMAL MASS FLOW RATE> is an <IndirectProperty> that refers to a <MASS FLOW RATE> which is normally expected,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_METRE_CUBED_AT_0_DEGREE_CELSIUS,18002,NORMAL METRE CUBED AT 0 DEGREE CELSIUS,,,,,,PropertyQuantification,,,,,Scale,UOM (SCALE),VOLUME SCALE CLASS,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_BACK_PRESSURE,6390,NORMAL OPERATING BACK PRESSURE,,,"A <NORMAL OPERATING BACK PRESSURE> is an <IndirectProperty> that refers to a <PRESSURE> at which a functional or physical object is expected to operate normally, derived from static outlet conditions",,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_DENSITY,6391,NORMAL OPERATING DENSITY,,,A <NORMAL OPERATING DENSITY> is an <IndirectProperty> that refers to a <DENSITY> at which a designed or actual physical object is expected to operate normally,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_PRESSURE,6395,NORMAL OPERATING PRESSURE,,,A <NORMAL OPERATING PRESSURE> is an <IndirectProperty> that refers to a <PRESSURE> at which a designed or actual physical object is expected to operate normally,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_PRESSURE_DROP,6396,NORMAL OPERATING PRESSURE DROP,,,A <NORMAL OPERATING PRESSURE DROP> is an <IndirectProperty> that is a <PRESSURE DROP> under normal process conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_SHAFT_POWER,18003,NORMAL OPERATING SHAFT POWER,,,A <NORMAL OPERATING SHAFT POWER> is an <IndirectProperty> that is a <SHAFT POWER > that is expected to occur under normal operating conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_TEMPERATURE,6398,NORMAL OPERATING TEMPERATURE,,,A <NORMAL OPERATING TEMPERATURE> is an <IndirectProperty> that is a <TEMPERATURE > that is expected to occur under normal conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/NORMAL_OPERATING_TORQUE,18004,NORMAL OPERATING TORQUE,,,A <NORMAL OPERATING TORQUE> is an <IndirectProperty> that refers to a <TORQUE> used under normal operating conditions,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
